광산명,광종,시도,시군구,읍면동,리
금용,금속,경기,용인시 처인구,원삼면,사암리
삼승,금속,경기,용인시 처인구,원삼면,죽능리
야광,금속,경기,용인시 처인구,원삼면,
이원,비금속,경기,이천시,마장면,목리
도야,금속,경기,이천시,마장면,장암리
풍성,비금속,경기,이천시,백사면,도립리
(가)조읍리,금속,경기,이천시,백사면,조읍리
부발고령토,비금속,경기,이천시,부발읍,고백리
(가)산촌리,금속,경기,이천시,부발읍,산촌리
이천,비금속,경기,이천시,부발읍,산촌리
태우,비금속,경기,이천시,부발읍,신원리
관성,금속,경기,이천시,율면,산성리
(가)노탑리,비금속,경기,이천시,장호원읍,노탑리
유유,비금속,경기,이천시,장호원읍,노탑리
광창,금속,경기,이천시,장호원읍,선읍리
청경산업,비금속,경기,이천시,장호원읍,와현리
파주산업,비금속,경기,파주시,광탄면,마장리
상보,비금속,경기,파주시,광탄면,마장리
신도,비금속,경기,파주시,광탄면,방축리
파주일산,금속,경기,파주시,광탄면,분수리
장명,비금속,경기,파주시,하지석동,
신흥,비금속,경기,파주시,금릉동,
한강산업,비금속,경기,파주시,법원읍,금곡리
삼중,비금속,경기,파주시,법원읍,법원리
태천,비금속,경기,파주시,법원읍,삼방리
삼성규석,비금속,경북,성주군,벽진면,용암리
중경,비금속,경기,파주시,법원읍,웅담리
금촌,비금속,경기,파주시,월롱면,덕은리
성보규석,비금속,경기,파주시,월롱면,덕은리
파주,비금속,경기,파주시,월롱면,
적성탄광,석탄,경기,파주시,적성면,장현리
적성,비금속,경기,파주시,적성면,적암리
"운곡,은곡",금속,경기,파주시,조리읍,장곡리
금산석회,비금속,경기,파주시,탄현면,금산리
일호산업,비금속,경기,파주시,탄현면,금산리
금생,금속,경기,파주시,탄현면,금승리
약산,비금속,경기,파주시,탄현면,법흥리
흥명,비금속,경기,파주시,파평면,금파리
우암,비금속,경기,파주시,파평면,덕천리
우대,비금속,경기,평택시,도일동,
평택,비금속,경기,평택시,서탄면,마두리
안중,비금속,경기,평택시,안중읍,학현리
무봉,비금속,경기,평택시,진위면,동천리
삼정상사,비금속,경기,평택시,진위면,동천리
옥길,비금속,경기,평택시,청북읍,옥길리
청북,비금속,경기,평택시,청북읍,옥길리
평택흑연,비금속,경기,평택시,청북읍,토진리
성환,금속,경기,평택시,팽성읍,대사리
태광산업,비금속,경기,평택시,포승읍,석정리
포승,비금속,경기,평택시,포승읍,원정리
호암,비금속,경기,평택시,포승읍,원정리
삼정,비금속,경기,평택시,포승읍,원정리
현덕,비금속,경기,평택시,현덕면,도대리
신광,비금속,경기,평택시,현덕면,신왕리
(가)인광리,석탄,경기,평택시,현덕면,인광리
중리석회석,비금속,경기,포천시,관인면,중리
삼양,비금속,경기,포천시,관인면,냉정리
대일,비금속,경기,포천시,관인면,중리
연천,비금속,경기,포천시,관인면,중리
"운장,은장",금속,경기,포천시,관인면,중리
관인,비금속,경기,포천시,관인면,초과리
삼율,금속,경기,포천시,관인면,초과리
사중,금속,경기,포천시,관인면,탄동리
용음,금속,경기,포천시,관인면,탄동리
태영,금속,경기,포천시,관인면,탄동리
대륭장석,비금속,경기,포천시,군내면,하성북리
마자,비금속,경기,포천시,내촌면,내리
내촌장석,비금속,경기,포천시,내촌면,소학리
유전,비금속,경기,포천시,동교동,
포천,비금속,경기,포천시,동교동,
의정부장석,비금속,경기,포천시,소흘읍,무봉리
(가)이곡리,금속,경기,포천시,소흘읍,이곡리
유광만보,비금속,경기,포천시,소흘읍,이동교리
덕둔,비금속,경기,포천시,신북면,덕둔리
"금동,칠성",금속,경기,포천시,신북면,삼정리
보신,금속,경기,포천시,신북면,심곡리
광명,비금속,경기,포천시,영북면,대회산리
금장,비금속,경기,포천시,영북면,대회산리
동현,금속,경기,포천시,영북면,소회산리
삼화,비금속,경기,포천시,영북면,야미리
포천,금속,경기,포천시,영북면,야미리
영일,비금속,경기,포천시,영중면,금주리
영중,금속,경기,포천시,영중면,금주리
흥진광업,비금속,경기,포천시,영중면,성동리
매바우,비금속,경기,포천시,이동면,노곡리
신애,금속,경기,포천시,이동면,노곡리
광덕,금속,경기,포천시,이동면,도평리
광덕금광산,금속,경기,포천시,이동면,도평리
서륭,비금속,경기,포천시,이동면,연곡리
지포리,비금속,경기,포천시,이동면,연곡리
장암,비금속,경기,포천시,이동면,장암리
(가)기산리,금속,경기,포천시,일동면,기산리
상우,비금속,경기,포천시,일동면,화대리
(가)화대리,비금속,경기,포천시,일동면,화대리
대창,비금속,경기,포천시,창수면,오가리
대창,금속,경기,포천시,일동면,수입리
보장,비금속,경기,포천시,창수면,오가리
"용석,운산",금속,경기,포천시,창수면,운산리
광동,금속,경기,하남시,미사동,
경기,비금속,경기,하남시,상산곡동,
신흥,비금속,경기,하남시,상산곡동,
구적,금속,경기,하남시,창우동,
광주,비금속,경기,하남시,하산곡동,
황종원,비금속,경기,하남시,하산곡동,
은장,비금속,경기,화성시,마도면,쌍송리
본국,금속,경기,화성시,남양읍,북양리
경분,금속,경기,화성시,매송면,송라리
경수,금속,경기,화성시,마도면,해문리
오산,비금속,경기,오산시,양산동,
발안,비금속,경기,화성시,봉담읍,덕리
미림개발,비금속,경기,화성시,서신면,
야목,비금속,경기,화성시,매송면,야목리
삼보,금속,경기,화성시,봉담읍,상리
금용,비금속,경기,화성시,팔탄면,노하리
덕우,비금속,경기,화성시,봉담읍,덕우리
비봉고령토,비금속,경기,화성시,비봉면,자안리
남양,비금속,경기,화성시,안녕동,
대하,비금속,경기,화성시,서신면,용두리
밀양석회,비금속,경기,화성시,팔탄면,기천리
일성,비금속,경기,화성시,송산동,
쌍용,비금속,경기,화성시,송산면,쌍정리
한일광업,비금속,경기,화성시,양감면,요당리
대원고령토,비금속,경기,화성시,안녕동,
경기장석,비금속,경기,화성시,양감면,신왕리
화성사,비금속,경기,화성시,서신면,궁평리
국화도,비금속,경기,화성시,우정읍,
근기,비금속,경기,화성시,우정읍,
삼대규사,비금속,경기,화성시,우정읍,
선광,비금속,경기,화성시,남양읍,장덕리
장덕,비금속,경기,화성시,남양읍,장덕리
정남규석,비금속,경기,화성시,정남면,문학리
삼창규석,비금속,경기,화성시,봉담읍,세곡리
남양,비금속,경기,화성시,비봉면,자안리
남양,금속,경기,화성시,팔탄면,창곡리
지화리,비금속,경기,화성시,송산면,지화리
화성,비금속,경기,화성시,향남읍,갈천리
남양,금속,경기,화성시,서신면,용두리
보장,금속,경기,포천시,창수면,운산리
보장(연천),금속,경기,포천시,창수면,운산리
삼성나노테크,비금속,경북,영덕군,강구면,하저리
연천광업,비금속,경기,연천군,신서면,도신리
유앤비,비금속,경기,안산시,풍도동,
장덕,비금속,경기,화성시,정남면,문학리
흥진2,금속,경기,포천시,영중면,성동리
창곡철광,금속,경기,화성시,팔탄면,창곡리
강릉,금속,강원,강릉시,옥계면,북동리
강릉-대보,석탄,강원,강릉시,왕산면,목계리
강릉-대일,석탄,강원,강릉시,강동면,모전리
강릉-만덕,석탄,강원,강릉시,왕산면,도마리
강릉-삼원,석탄,강원,강릉시,왕산면,도마리
강릉-일신,석탄,강원,강릉시,강동면,언별리
강릉-중원,석탄,강원,강릉시,왕산면,도마리
강릉탄좌,석탄,강원,강릉시,왕산면,도마리
관동,석탄,강원,강릉시,강동면,심곡리
금성,석탄,강원,강릉시,성산면,산북리
단경철산,금속,강원,강릉시,강동면,언별리
대곡,금속,강원,강릉시,강동면,임곡리
대원,석탄,강원,강릉시,강동면,안인진리
대한석탄공사화성광업소,석탄,강원,강릉시,강동면,산성우리
동덕,석탄,강원,강릉시,강동면,임곡리
동덕-원일,석탄,강원,강릉시,강동면,산성우리
동덕-현대,석탄,강원,강릉시,강동면,언별리
동명,비금속,강원,강릉시,강동면,정동진리
동방미화,비금속,강원,강릉시,옥계면,현내리
동보광업소,비금속,강원,강릉시,왕산면,대기리
동보규석광산,비금속,강원,강릉시,강동면,언별리
동부,석탄,강원,강릉시,강동면,산성우리
동암,석탄,강원,강릉시,강동면,안인진리
동주,석탄,강원,강릉시,옥계면,주수리
동진,금속,강원,강릉시,강동면,언별리
두산규석광산,비금속,강원,강릉시,옥계면,산계리
두성광업소,금속,강원,강릉시,옥계면,남양리
명진규석광산,비금속,강원,강릉시,성산면,산북리
모세,석탄,강원,강릉시,왕산면,도마리
보경,석탄,강원,강릉시,성산면,산북리
부경,비금속,강원,강릉시,왕산면,도마리
삼산광업소,비금속,강원,강릉시,연곡면,퇴곡리
삼산광업소,비금속,강원,강릉시,연곡면,삼산리
삼영,석탄,강원,강릉시,왕산면,대기리
상락,금속,강원,강릉시,옥계면,낙풍리
석병,비금속,강원,강릉시,강동면,임곡리
정동규석광업소,비금속,강원,강릉시,옥계면,금진리
성부,금속,강원,강릉시,옥계면,산계리
성일,석탄,강원,강릉시,강동면,정동진리
송천,금속,강원,강릉시,연곡면,삼산리
수은,석탄,강원,강릉시,왕산면,목계리
신흥,석탄,강원,강릉시,강동면,임곡리
안인규석,비금속,강원,강릉시,강동면,언별리
연곡,금속,강원,강릉시,연곡면,삼산리
영동,석탄,강원,강릉시,강동면,임곡리
영진,석탄,강원,강릉시,강동면,임곡리
옥계,금속,강원,강릉시,옥계면,산계리
옥계,비금속,강원,강릉시,옥계면,북동리
옥성,금속,강원,강릉시,강동면,산성우리
와룡,석탄,강원,강릉시,강동면,산성우리
와룡-관서,석탄,강원,강릉시,강동면,임곡리
와룡-구룡,석탄,강원,강릉시,강동면,산성우리
와룡-부일,석탄,강원,강릉시,강동면,모전리
와룡-삼동,석탄,강원,강릉시,강동면,정동진리
와룡-태성,석탄,강원,강릉시,강동면,산성우리
와룡-태우,석탄,강원,강릉시,강동면,임곡리
와룡-한우,석탄,강원,강릉시,강동면,산성우리
와룡-흥보,석탄,강원,강릉시,강동면,임곡리
우신광업,비금속,강원,강릉시,옥계면,현내리
율곡,금속,강원,강릉시,강동면,임곡리
임곡,석탄,강원,강릉시,강동면,모전리
장재,금속,강원,강릉시,왕산면,왕산리
전원-금산,석탄,강원,강릉시,옥계면,주수리
정동철광,금속,강원,강릉시,강동면,산성우리
제2강승석회광산,비금속,강원,강릉시,강동면,임곡리
제2대치광산,금속,강원,강릉시,옥계면,북동리
태경,석탄,강원,강릉시,강동면,모전리
태금,석탄,강원,강릉시,강동면,언별리
태성,석탄,강원,강릉시,강동면,모전리
피래철,금속,강원,강릉시,강동면,산성우리
한일,비금속,강원,강릉시,왕산면,대기리
해림,석탄,강원,강릉시,구정면,구정리
홍천광업소,비금속,강원,강릉시,왕산면,대기리
화성(탄조),석탄,강원,강릉시,강동면,정동진리
화성동보탄,석탄,강원,강릉시,강동면,정동진리
효경,석탄,강원,강릉시,옥계면,금진리
효경-이화,석탄,강원,강릉시,옥계면,낙풍리
효경-흑륭,석탄,강원,강릉시,옥계면,낙풍리
흥일,석탄,강원,강릉시,강동면,모전리
흥일-태봉,석탄,강원,강릉시,강동면,모전리
간성철,금속,강원,고성군,간성읍,탑동리
고명광산,금속,강원,고성군,현내면,명파리
고성,금속,강원,고성군,거진읍,화포리
교암광산,비금속,강원,고성군,토성면,운봉리
금강산광산,비금속,강원,고성군,현내면,마달리
