광산명,광종,시도,시군구,읍면동,리
옹진동광산,금속,인천,옹진군,북도면,장봉리
정족,금속,인천,옹진군,북도면,장봉리
연평,금속,인천,옹진군,연평면,연평리
옹진영흥,금속,인천,옹진군,영흥면,외리
지월광업소,비금속,인천,옹진군,영흥면,외리
근기,비금속,인천,옹진군,자월면,승봉리
금단,비금속,인천,옹진군,자월면,승봉리
단암,비금속,인천,옹진군,자월면,승봉리
대광,비금속,인천,옹진군,자월면,승봉리
대우,비금속,인천,옹진군,자월면,승봉리
부덕,금속,인천,옹진군,자월면,승봉리
삼한강,비금속,인천,옹진군,자월면,승봉리
선갑규사,비금속,인천,옹진군,자월면,승봉리
(주)금단광업,비금속,인천,옹진군,자월면,승봉리
중앙3호,비금속,인천,옹진군,자월면,승봉리
창원,비금속,인천,옹진군,자월면,승봉리
한동규사,비금속,인천,옹진군,자월면,승봉리
한일,비금속,인천,옹진군,자월면,승봉리
선광,비금속,인천,옹진군,자월면,
신우제,비금속,인천,옹진군,자월면,
영창규사,비금속,인천,옹진군,자월면,
자월규사,비금속,인천,옹진군,자월면,
장경패화석,비금속,인천,옹진군,자월면,
진흥규사,비금속,인천,옹진군,자월면,
광신,비금속,인천,중구,덕교동,
대지,금속,인천,중구,운북동,
영종,비금속,인천,중구,운북동,
영종백운석,비금속,인천,중구,운북동,
영중,금속,인천,중구,운북동,
부영,비금속,인천,중구,운서동,
부영사금,금속,인천,중구,운서동,
북진,금속,인천,중구,운서동,
영종,금속,인천,중구,운서동,
제2부영,금속,인천,중구,운서동,
해성-용유동,비금속,인천,중구,운서동,
강화,금속,인천,강화군,불은면,삼동암리
장봉,금속,인천,옹진군,북도면,장봉4리
희성,금속,인천,강화군,화도면,여차리
광장,금속,서울,강동구,암사동,
관악,비금속,서울,관악구,남현동,
남태령,비금속,서울,관악구,남현동,
반도,비금속,서울,관악구,봉천동,
천양,비금속,서울,관악구,봉천동,
과천,비금속,서울,서초구,방배동,
광주백년,금속,서울,송파구,방이동,
천가,금속,부산,강서구,천성동,
가덕납석,비금속,부산,강서구,지사동,
녹산제1,비금속,부산,강서구,생곡동,
반송납석,비금속,부산,금정구,회동동,
기장,금속,부산,기장군,기장읍,서부리
철마,금속,부산,기장군,철마면,와여리
철마(일광기장)(일광),금속,부산,기장군,일광면,원리
(가)임기,비금속,부산,기장군,철마면,임기리
구칠,비금속,부산,기장군,철마면,구칠리
동래,비금속,부산,기장군,정관읍,임곡리
동래납석정관,비금속,부산,기장군,정관읍,두명리
용호,금속,부산,남구,용호동,
동보,비금속,부산,북구,구포동,
동보(경창),금속,부산,사상구,모라동,
구덕,금속,부산,사상구,학장동,
다대,금속,부산,사하구,다대동,
부산,금속,부산,사하구,괴정동,
반송,비금속,부산,해운대구,반송동,
(가)우록리,금속,대구,달성군,가창면,우록리
고령제1,금속,대구,달성군,유가읍,용리
남일,금속,대구,달성군,현풍읍,오산리
달성,금속,대구,달성군,가창면,상원리
대진동,금속,대구,동구,진인동,
풍전,금속,대구,달성군,가창면,우록리
삼성,비금속,충북,단양군,대강면,두음리
신성,비금속,대구,달성군,현풍읍,상리
옥포두정,비금속,대구,달성군,옥포읍,교항리
유가,비금속,대구,달성군,유가읍,용리
삼정,금속,대구,달성군,가창면,상원리
팔공,금속,대구,동구,덕곡동,
대진,비금속,울산,동구,미포동,
동양광업,비금속,울산,동구,전하동,
미포,비금속,울산,동구,동부동,
울산방어진,비금속,울산,동구,방어동,
대안,비금속,울산,북구,대안동,
동양,비금속,울산,북구,신명동,
무룡산,비금속,울산,북구,정자동,
사문석,비금속,울산,북구,달천동,
금곡,금속,경북,성주군,수륜면,보월리
삼원,비금속,울산,북구,산하동,
호계,비금속,울산,북구,매곡동,
호계석회석,비금속,울산,북구,달천동,
언양,금속,울산,울주군,상북면,등억알프스리
(가)궁근정,금속,울산,울주군,상북면,궁근정리
(가)두세아연,금속,울산,울주군,두서면,복안리
(가)은골,금속,울산,울주군,두서면,내와리
대일,금속,울산,울주군,범서읍,척과리
두서철,금속,울산,울주군,두서면,내와리
울산,금속,울산,울주군,삼동면,금곡리
울주,금속,울산,울주군,두서면,복안리
88,비금속,울산,울주군,두서면,구량리
고산,비금속,울산,울주군,상북면,지내리
남광,비금속,울산,울주군,온양읍,운화리
동골,비금속,울산,울주군,상북면,소호리
구성규석,비금속,경북,김천시,구성면,마산리
사촌,비금속,울산,울주군,삼동면,하잠리
세원,비금속,울산,울주군,두서면,복안리
연방,비금속,울산,울주군,상북면,덕현리
울주도석,비금속,울산,울주군,상북면,소호리
웅촌,비금속,울산,울주군,웅촌면,통천리
제일,비금속,울산,울주군,상북면,등억알프스리
한국자수정,비금속,울산,울주군,상북면,향산리
내와,금속,울산,울주군,두서면,내와리
(가)다공리,금속,경남,거제시,연초면,다공리
강숙,금속,경남,거제시,하청면,연구리
거제,금속,경남,거제시,하청면,석포리
거제동아,금속,경남,거제시,삼거동,
덕곡,금속,경남,거제시,하청면,덕곡리
칠천동,금속,경남,거제시,하청면,어온리
성경,비금속,경남,거제시,양정동,
거창,금속,경남,거창군,마리면,월계리
남명,금속,경남,거창군,고제면,봉산리
대곡,금속,경남,거창군,남하면,양항리
동진,금속,경남,거창군,남하면,무릉리
매학,금속,경남,거창군,고제면,궁항리
아주,금속,경남,거창군,남하면,양항리
안흥,금속,경남,거창군,남하면,둔마리
용암,금속,경남,거창군,가북면,용암리
일산,금속,경남,거창군,남하면,지산리
풍원,금속,경남,거창군,남하면,대야리
결성,비금속,경남,거창군,남하면,무릉리
세한상사,비금속,경남,거창군,가북면,우혜리
염동광업사,비금속,경남,거창군,남상면,전척리
영동월성,비금속,경남,거창군,북상면,월성리
주상,비금속,경남,거창군,주상면,내오리
고성광업,비금속,경남,고성군,고성읍,죽계리
충무,비금속,경남,통영시,용남면,장평리
(가)금산리,금속,경남,고성군,대가면,금산리
(가)동산리,금속,경남,고성군,삼산면,장치리
(가)부영/장치리,금속,경남,고성군,삼산면,장치리
고성(2),금속,경남,고성군,상리면,부포리
금봉,금속,경남,고성군,회화면,삼덕리
금영,금속,경남,고성군,영오면,양산리
대덕,금속,경남,고성군,삼산면,두포리
대성2,금속,경남,고성군,개천면,북평리
동해,금속,경남,고성군,동해면,장좌리
봉발,금속,경남,고성군,영현면,추계리
삼봉,금속,경남,고성군,삼산면,병산리
삼산제일2,금속,경남,고성군,삼산면,병산리
"삼전,광성",금속,경남,고성군,삼산면,미룡리
성지삼아,금속,경남,고성군,삼산면,미룡리
우전,금속,경남,고성군,마암면,도전리
장백,금속,경남,고성군,삼산면,장치리
진흥,금속,경남,고성군,삼산면,병산리
진흥두포,금속,경남,고성군,삼산면,두포리
(가)달봉,금속,경남,고성군,개천면,예성리
고성(3),비금속,경남,고성군,거류면,용산리
고성(4),비금속,경남,고성군,고성읍,신월리
구만,비금속,경남,고성군,구만면,화림리
동보광업백로광업,비금속,경남,고성군,구만면,화림리
현동(1),금속,경북,봉화군,소천면,고선리
하동,비금속,경남,하동군,옥종면,병천리
덕봉,비금속,경남,김해시,한림면,안하리
(가)금림,금속,경남,김해시,한림면,금곡리
(가)김해52호(제일),금속,경남,김해시,상동면,우계리
(가)김해삼덕,금속,경남,김해시,대동면,주동리
(가)생철리,금속,경남,김해시,생림면,생철리
금성,금속,경남,김해시,삼계동,
물금,금속,경남,김해시,상동면,대감리
삼덕,금속,경남,김해시,삼계동,
상동,금속,경남,김해시,상동면,여차리
김해,비금속,경남,김해시,한림면,안곡리
김해고령토,비금속,경남,김해시,한림면,장방리
명동,비금속,경남,김해시,한림면,장방리
생림,비금속,경남,김해시,생림면,생철리
장방,비금속,경남,김해시,한림면,장방리
(가)상주리,금속,경남,남해군,상주면,상주리
(가)창선,금속,경남,남해군,창선면,지족리
남해,금속,경남,남해군,고현면,차면리
남해철,금속,경남,남해군,남해읍,평리
노구,금속,경남,남해군,서면,정포리
삼동,금속,경남,남해군,삼동면,봉화리
창덕,금속,경남,남해군,남면,평산리
남해용화,비금속,경남,남해군,남면,평산리
덕산남해,비금속,경남,남해군,창선면,진동리
(가)진동,금속,경남,창원시마산합포구,진동면,다구리
감천,금속,경남,창원시마산회원구,내서읍,감천리
구산,금속,경남,창원시마산합포구,구산면,마전리
동성,금속,경남,창원시마산합포구,구산면,심리
명주,금속,경남,창원시마산합포구,구산면,석곡리
보월광,금속,경남,창원시마산합포구,진전면,창포리
봉용,금속,경남,창원시마산회원구,봉암동,
제일,금속,경남,창원시마산합포구,진전면,시락리
제일마산,금속,경남,창원시마산합포구,예곡동,
진북,금속,경남,창원시마산합포구,진북면,인곡리
필봉,금속,경남,창원시마산합포구,진전면,여양리
함안,금속,경남,창원시마산합포구,진전면,여양리
남창,비금속,경남,창원시마산합포구,진북면,영학리
마산납석,비금속,경남,창원시마산합포구,예곡동,
세정,비금속,경남,창원시마산회원구,봉암동,
동광고령토,비금속,경남,양산시,상북면,소석리
구마2,금속,경북,봉화군,소천면,고선리
형제,비금속,경남,밀양시,부북면,감천리
(가)대구령,금속,경남,밀양시,초동면,성만리
(가)대금,금속,경남,밀양시,상동면,옥산리
(가)덕산리,금속,경남,밀양시,초동면,덕산리
(가)삼남,금속,경남,밀양시,상남면,남산리
(가)인산리,금속,경남,밀양시,청도면,인산리
(가)정각,금속,경남,밀양시,단장면,구천리
(가)청도동,금속,경남,밀양시,청도면,소태리
(가)표충,금속,경남,밀양시,단장면,구천리
가체,금속,경남,밀양시,무안면,마흘리
국전,금속,경남,밀양시,단장면,국전리
귀명,금속,경남,밀양시,하남읍,귀명리
금산철산,금속,경남,밀양시,상동면,금산리
단장1,금속,경남,밀양시,단장면,고례리
밀양,금속,경남,밀양시,삼랑진읍,용성리
산내,금속,경남,밀양시,산내면,삼양리
양구동,금속,경남,밀양시,무안면,마흘리
양효리,금속,경남,밀양시,무안면,양효리
태룡,금속,경남,밀양시,단장면,사연리
태봉,금속,경남,밀양시,청도면,소태리
단장2,비금속,경남,밀양시,단장면,고례리
단장3,비금속,경남,밀양시,단장면,무릉리
단장납석1,비금속,경남,밀양시,단장면,태룡리
단장납석2,비금속,경남,밀양시,단장면,사연리
대영밀양,비금속,경남,밀양시,부북면,춘화리
무연,비금속,경남,밀양시,부북면,위양리
밀양고령토,비금속,경남,밀양시,초동면,검암리
밀양납석,비금속,경남,밀양시,내일동,
밀양수진납석,비금속,경남,밀양시,삼랑진읍,숭진리
산내,비금속,경남,밀양시,산내면,봉의리
산내광업,비금속,경남,밀양시,산내면,임고리
삼랑진,비금속,경남,밀양시,삼랑진읍,미전리
상남,비금속,경남,밀양시,상남면,동산리
상합납석,비금속,경남,밀양시,상동면,안인리
세정,비금속,경남,밀양시,부북면,위양리
시전납석,비금속,경남,밀양시,단장면,구천리
신명,비금속,경남,밀양시,부북면,위양리
원당,비금속,경남,밀양시,산내면,원서리
춘화,비금속,경남,밀양시,부북면,춘화리
태룡납석,비금속,경남,밀양시,단장면,태룡리
화성광업상남,비금속,경남,밀양시,상남면,예림리
진주점토,비금속,경남,사천시,곤명면,봉계리
(가)보성,금속,경남,사천시,정동면,소곡리
대일,금속,경남,사천시,곤명면,마곡리
성보,금속,경남,사천시,사남면,가천리
와룡,비금속,경남,사천시,와룡동,
대성,비금속,경남,사천시,백천동,
덕원,비금속,경남,사천시,곤명면,작팔리
사천,비금속,경남,사천시,정동면,예수리
삼정,비금속,경남,사천시,곤명면,삼정리
단성,비금속,경남,산청군,단성면,길리
대신,비금속,경남,산청군,단성면,창촌리
범우산청,비금속,경남,산청군,금서면,매촌리
생초2,비금속,경남,산청군,산청읍,차탄리
송강광업,비금속,경남,산청군,단성면,방목리
만정,금속,경남,산청군,단성면,관정리
물산,금속,경남,산청군,신등면,평지리
금곡백운석,비금속,경북,예천군,용문면,능천리
상보,금속,경남,산청군,신등면,양전리
송경,금속,경남,산청군,산청읍,모고리
(주)유림백운,비금속,경남,산청군,단성면,백운리
가회,비금속,경남,산청군,단성면,성내리
계림광업소,비금속,경남,산청군,생초면,하촌리
곡림규석,비금속,경남,산청군,단성면,성내리
금호,비금속,경남,산청군,단성면,자양리
대덕,비금속,경남,산청군,산청읍,내리
대명,비금속,경남,산청군,금서면,신아리
대원청계,비금속,경남,산청군,단성면,청계리
대한,비금속,경남,산청군,금서면,매촌리
덕산광업청계,비금속,경남,산청군,단성면,청계리
덕영,비금속,경남,산청군,금서면,매촌리
동지,비금속,경남,산청군,삼장면,석남리
문해,비금속,경남,산청군,신안면,문대리
방목,비금속,경남,산청군,단성면,방목리
사월,비금속,경남,산청군,단성면,사월리
산청광업오부,비금속,경남,산청군,금서면,자혜리
산청흑연,비금속,경남,산청군,금서면,지막리
승일고령토,비금속,경남,산청군,단성면,입석리
신동도석,비금속,경남,산청군,신등면,간공리
신안,비금속,경남,산청군,신안면,외고리
양덕,비금속,경남,산청군,단성면,자양리
영남광업,비금속,경남,산청군,단성면,방목리
원전고령토,비금속,경남,산청군,산청읍,내리
점촌,비금속,경남,산청군,단성면,백운리
정수,비금속,경남,산청군,생비량면,가계리
진주점토,비금속,경남,산청군,단성면,자양리
한일,비금속,경남,함안군,군북면,장지리
협진단성,비금속,경남,산청군,단성면,남사리
(가)중촌리,석탄,경남,산청군,신안면,중촌리
(가)영포리,금속,경남,양산시,원동면,영포리
(가)은곡,금속,경남,양산시,원동면,화제리
물금,금속,경남,양산시,원동면,화제리
상북,금속,경남,양산시,상북면,대석리
양성,금속,경남,양산시,물금읍,물금리
동래납석정관,비금속,경남,양산시,매곡동,
물금납석,비금속,경남,양산시,원동면,화제리
삼창납석,비금속,경남,양산시,원동면,용당리
양산,비금속,경남,양산시,교동,
양주,비금속,경남,양산시,상북면,소석리
유광,비금속,경남,양산시,명동,
유정,비금속,경남,양산시,원동면,용당리
천불산,비금속,경남,양산시,삼호동,
태성제1,비금속,경남,양산시,동면,여락리
가례,금속,경남,의령군,가례면,양성리
개성대성,금속,경남,의령군,궁류면,벽계리
금수찰비,금속,경남,의령군,궁류면,운계리
부림남지,금속,경남,의령군,부림면,권혜리
소영,금속,경남,의령군,가례면,개승리
대산도석,비금속,경남,의령군,가례면,개승리
청송부남,비금속,경남,의령군,용덕면,교암리
대곡,금속,경남,진주시,대곡면,와룡리
대장,금속,경남,진주시,지수면,청담리
대림요재,비금속,경남,진주시,대곡면,덕곡리
덕신광업,비금속,경남,진주시,수곡면,자매리
사석규석,비금속,경남,진주시,수곡면,원계리
수곡,비금속,경남,진주시,수곡면,원계리
원지고령토,비금속,경남,진주시,수곡면,대천리
자매,비금속,경남,진주시,수곡면,자매리
점수,비금속,경남,진주시,수곡면,대천리
경진,금속,경남,창원시진해구,태백동,
부라본,비금속,경남,창원시진해구,북부동,
계성,금속,경남,창녕군,계성면,사리
삼성자원,비금속,충북,단양군,적성면,기동리
덕곡,금속,경남,창녕군,도천면,덕곡리
동점,금속,경남,창녕군,길곡면,길곡리
연창,금속,경남,창녕군,성산면,가복리
용관,금속,경남,창녕군,고암면,감리
청암,금속,경남,창녕군,부곡면,청암리
태호광업사,금속,경남,창녕군,고암면,감리
덕산,비금속,경남,창원시 의창구,동읍,월잠리
덕산제1,비금속,경남,창원시 의창구,동읍,죽동리
(가)무곡리,금속,경남,창원시의창구,북면,무곡리
(가)창진,금속,경남,창원시의창구,북면,월계리
구룡,금속,경남,창원시의창구,북면,고암리
금산,금속,경남,창원시 의창구,동읍,석산리
대원,금속,경남,창원시의창구,북면,무동리
마산,금속,경남,창원시성산구,귀현동,
백월(1),금속,경남,창원시의창구,북면,월계리
백월(2),금속,경남,창원시의창구,북면,월계리
신촌,금속,경남,창원시의창구,북면,하천리
응남2,금속,경남,창원시성산구,양곡동,
천지목광,금속,경남,창원시의창구,북면,월백리
금석,비금속,경남,창원시 의창구,동읍,금산리
남성,비금속,경남,창원시의창구,북면,내곡리
남흥개발,비금속,경남,창원시의창구,북면,외산리
덕산고령토1,비금속,경남,창원시 의창구,동읍,석산리
덕산고령토2,비금속,경남,창원시 의창구,동읍,월잠리
덕산봉곡,비금속,경남,창원시의창구,북면,월백리
봉산동명,비금속,경남,창원시 의창구,동읍,봉강리
북면,비금속,경남,창원시의창구,북면,화천리
영산,비금속,경남,창원시 의창구,동읍,봉강리
월계광,비금속,경남,창원시의창구,북면,월계리
의창점토,비금속,경남,창원시 의창구,동읍,봉강리
창원납석,비금속,경남,창원시의창구,북면,화천리
창원북면,비금속,경남,창원시의창구,북면,대산리
해산,비금속,경남,창원시 의창구,동읍,다호리
(가)원산리,금속,경남,통영시,도산면,원산리
(가)저산리,금속,경남,통영시,도산면,오륜리
(가)좌진포,금속,경남,통영시,광도면,용호리
범녕,금속,경남,통영시,욕지면,동항리
통영,금속,경남,통영시,동호동,
(가)덕포리해양조선,비금속,경남,통영시,광도면,덕포리
경남1,금속,경남,통영시,도산면,도선리
경남2,비금속,경남,통영시,도산면,도선리
광도,비금속,경남,통영시,광도면,죽림리
두봉,비금속,경남,통영시,욕지면,동항리
미륵도,비금속,경남,통영시,도남동,
팔경,비금속,경남,통영시,한산면,매죽리
(주)금호개발,비금속,경남,하동군,옥종면,두양리
태성광업,비금속,경남,하동군,옥종면,대곡리
섬진광업,비금속,경남,하동군,북천면,화정리
신성,비금속,경남,하동군,북천면,서황리
신성광업,비금속,경남,하동군,북천면,서황리
하동티타늄,금속,경남,하동군,옥종면,월횡리
한흥고령토,비금속,경남,하동군,북천면,사평리
화백,비금속,경남,하동군,북천면,화정리
금남,금속,경남,하동군,금남면,대치리
산출금,금속,경남,하동군,북천면,화정리
금오,비금속,경남,하동군,청암면,상이리
나리,비금속,경남,하동군,횡천면,전대리
남해광업소,비금속,경남,하동군,양보면,지례리
대경,비금속,경남,하동군,북천면,화정리
만대산,금속,경남,합천군,율곡면,노양리
대야,비금속,경남,하동군,북천면,화정리
대왕,비금속,경남,하동군,청암면,묵계리
대원,비금속,경남,하동군,옥종면,정수리
대원,비금속,경남,하동군,옥종면,종화리
덕산고령토,비금속,경남,하동군,옥종면,안계리
덕일,비금속,경남,하동군,북천면,화정리
동원광업--횡천광업소,비금속,경남,하동군,횡천면,남산리
두산,비금속,경남,하동군,옥종면,월횡리
방화,비금속,경남,하동군,북천면,사평리
북천고령토,비금속,경남,하동군,북천면,방화리
성흥,비금속,경남,하동군,옥종면,월횡리
세양,비금속,경남,하동군,옥종면,두양리
신아고령토,비금속,경남,하동군,진교면,월운리
신진,비금속,경남,하동군,북천면,서황리
악양규석,비금속,경남,하동군,악양면,등촌리
안계,비금속,경남,하동군,옥종면,월횡리
제동고령토,비금속,경남,하동군,옥종면,두양리
진교,비금속,경남,하동군,고전면,범아리
청송,비금속,경남,하동군,북천면,직전리
청암,비금속,경남,하동군,청암면,묵계리
태창,비금속,경남,하동군,옥종면,두양리
풍산하동,비금속,경남,하동군,북천면,화정리
하동,비금속,경남,고성군,구만면,화림리
하동안계,비금속,경남,하동군,옥종면,월횡리
하동카오링,비금속,경남,하동군,북천면,서황리
회신,비금속,경남,하동군,옥종면,청룡리
(가)남성,금속,경남,함안군,함안면,강명리
군북1,금속,경남,함안군,군북면,오곡리
군북2(절골),금속,경남,함안군,군북면,사촌리
대촌,금속,경남,함안군,칠북면,봉촌리
마산,금속,경남,함안군,여항면,주서리
삼정,금속,경남,함안군,칠원읍,장암리
여항,금속,경남,함안군,여항면,내곡리
오봉,금속,경남,함안군,군북면,사촌리
주동,금속,경남,함안군,여항면,주동리
하림,금속,경남,함안군,군북면,하림리
군북고령토,비금속,경남,함안군,군북면,덕대리
사도,비금속,경남,함안군,군북면,사도리
원복,비금속,경남,함안군,군북면,원북리
한일,비금속,경남,산청군,단성면,강누리
구지,비금속,경북,포항시 북구,기계면,구지리
일진,비금속,경남,함양군,유림면,국계리
삼붕,금속,경남,함양군,함양읍,구룡리
함양,금속,경남,함양군,병곡면,도천리
함흥,금속,경남,함양군,안의면,상원리
(가)경일/창원리,비금속,경남,함양군,마천면,창원리
동강,비금속,경남,함양군,휴천면,동강리
삼봉,비금속,경남,함양군,휴천면,월평리
신흥,비금속,경남,함양군,유림면,대궁리
신흥장석,비금속,경남,함양군,서상면,금당리
이화,비금속,경남,함양군,서상면,중남리
중남장석,비금속,경남,함양군,서상면,중남리
태창,비금속,경남,함양군,유림면,유평리
(가)배연,금속,경남,합천군,용주면,우곡리
(가)법정,금속,경남,합천군,합천읍,내곡리
삼성,석탄,충북,보은군,회남면,광포리
(가)용봉,금속,경남,합천군,용주면,월평리
가회,금속,경남,합천군,가회면,월계리
강덕,금속,경남,합천군,봉산면,송림리
계림,금속,경남,합천군,합천읍,서산리
대화,금속,경남,합천군,가회면,도탄리
대화1,금속,경남,합천군,가회면,도탄리
덕촌,금속,경남,합천군,가회면,덕촌리
봉민,금속,경남,합천군,봉산면,고삼리
봉산,금속,경남,합천군,봉산면,술곡리
삼왕,금속,경남,합천군,봉산면,술곡리
삼호,금속,경남,합천군,봉산면,고삼리
술곡1,금속,경남,합천군,봉산면,술곡리
술곡2,금속,경남,합천군,봉산면,술곡리
신덕은광,금속,경남,합천군,봉산면,계산리
야로,금속,경남,합천군,야로면,청계리
여봉,금속,경남,합천군,봉산면,고삼리
용주,금속,경남,합천군,용주면,가호리
장방,금속,경남,합천군,야로면,하림리
적중,금속,경남,합천군,적중면,누하리
태양,금속,경남,합천군,대병면,회양리
가야1,비금속,경남,합천군,가야면,야천리
가야4,비금속,경남,합천군,야로면,하림리
가회,비금속,경남,합천군,가회면,오도리
방곡,비금속,경남,합천군,용주면,방곡리
삼가,비금속,경남,합천군,삼가면,외토리
성기,비금속,경남,합천군,가야면,대전리
세창가야,비금속,경남,합천군,가야면,매안리
오곡,비금속,경남,합천군,야로면,하림리
오양하동,비금속,경남,합천군,가야면,황산리
용덕,비금속,경남,합천군,가야면,매안리
풍기,비금속,경남,합천군,묘산면,화양리
풍지,비금속,경남,합천군,묘산면,안성리
경산,금속,경북,경산시,남천면,송백리
흥남,금속,경북,경산시,남천면,송백리
경산,비금속,경북,경산시,용성면,송림리
경주고령토,비금속,경북,경주시,충효동,
내남,비금속,경북,경주시,내남면,덕천리
대성벤토나이트,비금속,경북,경주시,양남면,신서리
동주불석광산,비금속,경북,경주시,양북면,용동리
두영,비금속,경북,경주시,산내면,대현리
서영광산,비금속,경북,경주시,양북면,입천리
옥산벤토나이트,비금속,경북,경주시,양북면,죽전리
화명,비금속,경북,경주시,양남면,신대리
흰돌,비금속,경북,경주시,양남면,상라리
(가)권이리,금속,경북,경주시,양북면,권이리
감포,금속,경북,경주시,감포읍,오류리
경주,금속,경북,경주시,현곡면,래태리
구국,금속,경북,경주시,내남면,비지리
금령,금속,경북,경주시,양남면,기구리
금성,금속,경북,고령군,대가야읍,저전리
기구,금속,경북,경주시,양남면,기구리
내대광업소,금속,경북,경주시,현곡면,래태리
대중,금속,경북,경주시,내남면,상신리
덕동,금속,경북,경주시,황용동,
모량(2),금속,경북,경주시,산내면,우라리
배봉,금속,경북,경주시,양북면,권이리
안강,금속,경북,경주시,안강읍,검단리
월성,금속,경북,경주시,양남면,나산리
감포,비금속,경북,경주시,감포읍,감포리
경북,비금속,경북,포항시북구,청하면,신흥리
관성,비금속,경북,경주시,양남면,하서리
나리,비금속,경북,경주시,천북면,화산리
대덕,비금속,경북,경주시,안강읍,갑산리
대한,비금속,경북,경주시,양남면,서동리
도덕,비금속,경북,경주시,안강읍,옥산리
도량,비금속,경북,경주시,내남면,박달리
동골,비금속,경북,경주시,산내면,대현리
동보,비금속,경북,경주시,천북면,성지리
동산,비금속,경북,경주시,천북면,동산리
동양송전,비금속,경북,경주시,양북면,죽전리
동화,비금속,경북,경주시,감포읍,팔조리
명진,비금속,경북,경주시,양남면,신서리
백련,비금속,경북,경주시,천북면,신당리
불국사납석,비금속,경북,경주시,내남면,박달리
산성백토광산,비금속,경북,경주시,양북면,용동리
삼우,비금속,경북,경주시,양남면,수렴리
삼해,비금속,경북,경주시,감포읍,오류리
송정,비금속,경북,경주시,양남면,하서리
신라,비금속,경북,경주시,석장동,
양북규조토,비금속,경북,경주시,감포읍,노동리
연계,비금속,경북,경주시,안강읍,노당리
외동,비금속,경북,경주시,외동읍,문산리
월성,비금속,경북,경주시,천북면,동산리
월성,비금속,경북,경주시,양남면,신대리
월성광업소,비금속,경북,경주시,감포읍,노동리
일왕,비금속,경북,경주시,양남면,석촌리
자부,비금속,경북,경주시,양남면,상라리
정수,비금속,경북,경주시,양북면,용동리
제일벤토나이트1,비금속,경북,경주시,양남면,효동리
제일벤토나이트2,비금속,경북,경주시,양남면,효동리
천일고령토,비금속,경북,경주시,강동면,국당리
태웅,비금속,경북,경주시,산내면,의곡리
토흥,비금속,경북,경주시,안강읍,옥산리
팔조,비금속,경북,경주시,감포읍,팔조리
풍대제3광산,비금속,경북,경주시,강동면,왕신리
풍대제7,비금속,경북,경주시,강동면,안계리
한독,비금속,경북,경주시,산내면,외칠리
한루제1,비금속,경북,경주시,양남면,효동리
활성,비금속,경북,경주시,외동읍,활성리
흥아제1,비금속,경북,경주시,양남면,신서리
세창,비금속,경북,고령군,개진면,양전리
(가)가륜리,금속,경북,고령군,덕곡면,가륜리
(가)반성1,금속,경북,고령군,덕곡면,반성리
(가)반성리3,금속,경북,고령군,덕곡면,반성리
(가)본리1,금속,경북,고령군,덕곡면,본리리
(가)삼경탄광신한광업소,금속,경북,고령군,덕곡면,용흥리
(가)삼덕,금속,경북,고령군,덕곡면,백리
(가)여시뱅골금,금속,경북,고령군,덕곡면,용흥리
"고령,현풍3",금속,경북,고령군,운수면,화암리
광양,금속,경북,고령군,대가야읍,저전리
구정,금속,경북,고령군,덕곡면,반성리
금성,금속,경북,경주시,내남면,안심리
상곡,금속,경북,고령군,다산면,상곡리
운수인창,금속,경북,고령군,운수면,대평리
행성,금속,경북,고령군,덕곡면,옥계리
현대,금속,경북,고령군,쌍림면,용리
대명-고령,비금속,경북,고령군,덕곡면,노리
(가)저전탄광,석탄,경북,고령군,덕곡면,반성리
무을,금속,경북,구미시,무을면,상송리
삼정,금속,경북,구미시,옥성면,옥관리
선산옥산,금속,경북,구미시,옥성면,태봉리
옥봉,금속,경북,구미시,옥성면,옥관리
청화,금속,경북,구미시,도개면,다곡리
대성평화,비금속,경남,사천시,와룡동,
대선,비금속,경북,구미시,무을면,안곡리
동성장석,비금속,경북,구미시,선산읍,생곡리
선산,비금속,경북,구미시,도개면,동산리
군위(고로),금속,경북,군위군,고로면,석산리
"군위,수철",금속,경북,군위군,소보면,달산리
삼소,금속,경북,군위군,소보면,달산리
남면,비금속,경북,김천시,남면,부상리
대덕,비금속,경북,김천시,대덕면,중산리
도암광산,비금속,경북,김천시,어모면,도암리
(가)금능,금속,경북,김천시,농소면,연명리
(가)금성,금속,경북,김천시,남면,초곡리
구수,금속,경북,김천시,지례면,관덕리
대량,금속,경북,김천시,부항면,대야리
대야,금속,경북,김천시,부항면,파천리
독립,금속,경북,김천시,대덕면,관기리
보국,금속,경북,김천시,봉산면,인의리
삼광,금속,경북,김천시,교동,
삼방,금속,경북,김천시,지례면,여배리
어전,금속,경북,김천시,부항면,어전리
여배광업소,금속,경북,김천시,지례면,여배리
창덕,금속,경북,김천시,대덕면,덕산리
천일조,금속,경북,김천시,구성면,마산리
풍부1,금속,경북,김천시,부항면,하대리
해인,금속,경북,김천시,부항면,해인리
황증,금속,경북,김천시,증산면,황정리
가래장석,비금속,경북,김천시,대덕면,가례리
감문,비금속,경북,김천시,감문면,삼성리
곡창,비금속,경북,김천시,구성면,용호리
구마고령토,비금속,경북,김천시,구성면,상거리
구룡,비금속,경북,김천시,구성면,마산리
금화,비금속,경북,김천시,봉산면,상금리
김천규석,비금속,경북,김천시,어모면,남산리
김천장석,비금속,경북,김천시,조마면,신곡리
